종목코드,종목명,종가,대비,등락률,EPS,PER,BPS,PBR,주당배당금,배당수익률,,2021
140070,서플러스글로벌 ,4275,-85,-1.95,327,13.07,3598,1.19,30,0.7,,
140410,메지온 ,191200,3000,1.59,,,6388,29.93,0,0,,
140520,대창스틸 ,3285,15,0.46,,,4252,0.77,100,3.04,,
140670,알에스오토메이션 ,11400,-250,-2.15,,,3939,2.89,0,0,,
140860,파크시스템스 ,138600,-4000,-2.81,1498,92.52,7960,17.41,180,0.13,,
141000,비아트론 ,10400,-250,-2.35,1235,8.42,11991,0.87,100,0.96,,
141020,포티스 ,108,0,0,,,409,0.26,0,0,,
141080,레고켐바이오 ,47600,-1100,-2.26,,,4651,10.23,0,0,,
142210,유니트론텍 ,6080,0,0,133,45.71,4153,1.46,50,0.82,,
142280,녹십자엠에스 ,7270,0,0,319,22.79,2674,2.72,0,0,,
142760,바이오리더스 ,8300,270,3.36,,,1116,7.44,0,0,,
143160,아이디스 ,22950,-600,-2.55,1086,21.13,15085,1.52,300,1.31,,
143210,핸즈코퍼레이션 ,5030,20,0.4,,,13471,0.37,0,0,,
143240,사람인에이치알 ,38600,-650,-1.66,1965,19.64,10698,3.61,600,1.55,,
143540,영우디에스피 ,2150,25,1.18,215,10,1154,1.86,0,0,,
144510,지씨셀 ,95000,-100,-0.11,394,241.12,4469,21.26,100,0.11,,
144960,뉴파워프라즈마 ,6790,-160,-2.3,785,8.65,3932,1.73,50,0.74,,
145020,휴젤 ,148200,2000,1.37,3353,44.2,58932,2.51,0,0,,
145210,다이나믹디자인 ,504,15,3.07,,,422,1.19,0,0,,
145720,덴티움 ,59400,600,1.02,2614,22.72,20715,2.87,200,0.34,,
145990,삼양사 ,63300,-200,-0.31,5738,11.03,109328,0.58,1250,1.97,,
145995,삼양사우 ,41100,0,0,,,,,1300,3.16,,
147760,마이크로프랜드 ,7880,-360,-4.37,595,13.24,4417,1.78,0,0,,
147830,제룡산업 ,3650,-10,-0.27,285,12.81,3077,1.19,150,4.11,,
148140,비디아이 ,1605,-45,-2.73,,,364,4.41,0,0,,
148150,세경하이테크 ,25650,600,2.4,,,11224,2.29,100,0.39,,
148250,알엔투테크놀로지 ,16650,-350,-2.06,565,29.47,5008,3.32,50,0.3,,
149950,아바텍 ,20400,-50,-0.24,380,53.68,8924,2.29,100,0.49,,
149980,하이로닉 ,6370,-80,-1.24,259,24.59,2951,2.16,49,0.77,,
150840,인트로메딕 ,5590,-300,-5.09,,,718,7.79,0,0,,
150900,파수 ,11200,-100,-0.88,,,1797,6.23,0,0,,
151860,KG ETS ,15500,-900,-5.49,768,20.18,7448,2.08,110,0.71,,
151910,나노스 ,6920,390,5.97,,,250,27.68,0,0,,
153460,네이블 ,8110,-230,-2.76,90,90.11,3762,2.16,0,0,,
153490,우리이앤엘 ,1670,-30,-1.76,,,1204,1.39,0,0,,
153710,옵티팜 ,9760,-120,-1.21,,,2334,4.18,0,0,,
154030,아시아종묘 ,5710,-50,-0.87,,,1591,3.59,0,0,,
154040,솔루에타 ,3030,0,0,,,4157,0.73,0,0,,
155650,와이엠씨 ,7920,-250,-3.06,400,19.8,4268,1.86,150,1.89,,
155660,DSR ,5600,-140,-2.44,558,10.04,10087,0.56,50,0.89,,
156100,엘앤케이바이오 ,10950,-250,-2.23,,,2199,4.98,0,0,,
158310,참존글로벌 ,1680,0,0,,,,,0,0,,
158430,아톤 ,35900,-300,-0.83,296,121.28,10995,3.27,0,0,,
159010,아스플로 ,23550,-50,-0.21,1796,13.11,7045,3.34,0,0,,
159580,제로투세븐 ,11050,150,1.38,,,3607,3.06,0,0,,
159910,스킨앤스킨 ,263,0,0,,,84,3.13,0,0,,
160550,NEW ,16200,1350,9.09,,,3774,4.29,0,0,,
160600,이큐셀 ,3100,0,0,,,5630,0.55,0,0,,
160980,싸이맥스 ,18200,200,1.11,2236,8.14,11606,1.57,350,1.92,,
161000,애경케미칼 ,11750,250,2.17,1407,8.35,12313,0.95,350,2.98,,
161390,한국타이어앤테크놀로지 ,40400,-300,-0.74,3032,13.32,59556,0.68,650,1.61,,
161570,THE MIDONG ,1355,0,0,,,1296,1.05,0,0,,
161580,필옵틱스 ,11300,0,0,225,50.22,4350,2.6,50,0.44,,
161890,한국콜마 ,40350,-600,-1.47,7005,5.76,27257,1.48,345,0.86,,
163560,동일고무벨트 ,7630,-200,-2.55,524,14.56,14392,0.53,100,1.31,,
163730,핑거 ,19900,-100,-0.5,434,45.85,2201,9.04,0,0,,
164060,이루다 ,11100,50,0.45,710,15.63,3946,2.81,0,0,,
166090,하나머티리얼즈 ,60100,-2300,-3.69,1960,30.66,9582,6.27,300,0.5,,
166480,코아스템 ,17800,-350,-1.93,,,2627,6.78,0,0,,
168330,내츄럴엔도텍 ,4780,-15,-0.31,,,848,5.64,0,0,,
169330,엠브레인 ,8530,-120,-1.39,511,16.69,2521,3.38,220,2.58,,
170030,현대공업 ,7210,-120,-1.64,737,9.78,7406,0.97,132,1.83,,
170790,파이오링크 ,17200,-850,-4.71,1667,10.32,7590,2.27,150,0.87,,
170900,동아에스티 ,72400,1000,1.4,3212,22.54,76043,0.95,1000,1.38,,
170920,엘티씨 ,10300,200,1.98,,,10876,0.95,100,0.97,,
171010,램테크놀러지 ,9640,10,0.1,187,51.55,2935,3.28,0,0,,
171090,선익시스템 ,27450,-150,-0.54,275,99.82,10071,2.73,100,0.36,,
171120,라이온켐텍 ,8470,10,0.12,427,19.84,5894,1.44,200,2.36,,
173130,오파스넷 ,3980,-50,-1.24,513,7.76,1907,2.09,0,0,,
173940,에프엔씨엔터 ,8600,-680,-7.33,,,4092,2.1,0,0,,
174880,장원테크 ,3490,-35,-0.99,,,5545,0.63,0,0,,
174900,앱클론 ,15150,0,0,,,1920,7.89,0,0,,
175140,인포마크 ,8300,30,0.36,,,1340,6.19,0,0,,
175250,아이큐어 ,42000,-800,-1.87,,,12429,3.38,0,0,,
175330,JB금융지주 ,8500,-70,-0.82,1774,4.79,19069,0.45,374,4.4,,
176440,에이치엔티 ,1920,0,0,,,323,5.94,0,0,,
177350,베셀 ,4665,0,0,,,1654,2.82,0,0,,
177830,파버나인 ,4300,-15,-0.35,348,12.36,4517,0.95,0,0,,
178320,서진시스템 ,43250,-900,-2.04,,,13364,3.24,0,0,,
178780,유테크 ,1730,0,0,,,848,2.04,0,0,,
178920,PI첨단소재 ,55000,400,0.73,1421,38.71,9633,5.71,711,1.29,,
179290,엠아이텍 ,5290,140,2.72,217,24.38,1777,2.98,60,1.13,,
179900,유티아이 ,12900,550,4.45,35,368.57,3595,3.59,100,0.78,,
180400,캔서롭 ,7740,0,0,,,1114,6.95,0,0,,
180640,한진칼 ,54000,-300,-0.55,,,22665,2.38,0,0,,
181340,이즈미디어 ,23300,1000,4.48,,,2583,9.02,0,0,,
181710,NHN ,90500,-1000,-1.09,1148,78.83,81621,1.11,0,0,,
182360,큐브엔터 ,26750,1700,6.79,,,2660,10.06,0,0,,
182400,엔케이맥스 ,19150,-550,-2.79,,,3452,5.55,0,0,,
182690,테라셈 ,1440,0,0,,,1267,1.14,0,0,,
183190,아세아시멘트 ,123500,0,0,6095,20.26,209052,0.59,1250,1.01,,
183300,코미코 ,73500,-2000,-2.65,2473,29.72,16223,4.53,350,0.48,,
183490,엔지켐생명과학 ,56900,1400,2.52,,,8076,7.05,0,0,,
184230,SGA솔루션즈 ,1265,-30,-2.32,158,8.01,661,1.91,0,0,,
185490,아이진 ,18900,600,3.28,,,832,22.72,0,0,,
185750,종근당 ,112000,0,0,8081,13.86,48322,2.32,1000,0.89,,
186230,그린플러스 ,13700,-200,-1.44,,,3465,3.95,0,0,,
187220,디티앤씨 ,6700,20,0.3,,,7124,0.94,0,0,,
187270,신화콘텍 ,4290,-40,-0.92,27,158.89,4672,0.92,0,0,,
187420,제노포커스 ,8890,300,3.49,,,1797,4.95,0,0,,
187660,에이디엠코리아 ,4420,155,3.63,219,20.18,834,5.3,0,0,,
187790,나노 ,1830,-50,-2.66,,,1667,1.1,0,0,,
187870,디바이스이엔지 ,29250,-750,-2.5,4399,6.65,14043,2.08,600,2.05,,
189300,인텔리안테크 ,75500,800,1.07,76,993.42,9696,7.79,100,0.13,,
189330,씨이랩 ,43850,-650,-1.46,155,282.9,682,64.3,0,0,,
189690,포시에스 ,7290,10,0.14,640,11.39,6583,1.11,100,1.37,,
189860,서전기전 ,7850,60,0.77,262,29.96,4125,1.9,30,0.38,,
189980,흥국에프엔비 ,3275,40,1.24,110,29.77,1790,1.83,20,0.61,,
190510,나무가 ,10000,-450,-4.31,,,2799,3.57,0,0,,
190650,코리아에셋투자증권 ,10700,-350,-3.17,1816,5.89,12686,0.84,450,4.21,,
191410,육일씨엔에쓰 ,3340,95,2.93,,,1376,2.43,0,0,,
191420,테고사이언스 ,21250,-200,-0.93,230,92.39,6059,3.51,0,0,,
192080,더블유게임즈 ,59500,-100,-0.17,6634,8.97,36923,1.61,350,0.59,,
192250,케이사인 ,2550,-60,-2.3,66,38.64,884,2.88,0,0,,
192390,윈하이텍 ,4170,-150,-3.47,83,50.24,4949,0.84,0,0,,
192400,쿠쿠홀딩스 ,18850,0,0,3434,5.49,21397,0.88,660,3.5,,
192410,THQ ,2775,-90,-3.14,,,1177,2.36,0,0,,
192440,슈피겐코리아 ,41050,-750,-1.79,8869,4.63,54056,0.76,1200,2.92,,
192650,드림텍 ,10350,-100,-0.96,346,29.91,4045,2.56,100,0.97,,
192820,코스맥스 ,100000,-500,-0.5,2086,47.94,33444,2.99,0,0,,
193250,와이제이엠게임즈 ,2655,25,0.95,,,1161,2.29,0,0,,
194370,제이에스코퍼레이션 ,22550,-950,-4.04,189,119.31,11293,2,450,2,,
194480,데브시스터즈 ,111900,700,0.63,,,9149,12.23,0,0,,
194700,노바렉스 ,32700,-50,-0.15,3162,10.34,12840,2.55,300,0.92,,
195500,마니커에프앤지 ,5560,110,2.02,276,20.14,3410,1.63,0,0,,
195870,해성디에스 ,47500,-400,-0.84,1764,26.93,13638,3.48,450,0.95,,
195940,HK이노엔 ,60800,3100,5.37,1257,48.37,33496,1.82,0,0,,
195990,에이비프로바이오 ,1040,42,4.21,,,553,1.88,0,0,,
196170,알테오젠 ,69900,-800,-1.13,,,4637,15.07,0,0,,
196300,애니젠 ,16400,250,1.55,,,2441,6.72,0,0,,
196450,코아시아옵틱스 ,2355,-25,-1.05,,,2065,1.14,0,0,,
196490,디에이테크놀로지 ,8250,250,3.13,,,4264,1.93,0,0,,
196700,웹스 ,6300,-140,-2.17,,,2681,2.35,0,0,,
197140,디지캡 ,6800,-2910,-29.97,164,41.46,4646,1.46,30,0.44,,
198080,엔피디 ,3470,-100,-2.8,,,3848,0.9,0,0,,
198440,고려시멘트 ,3970,15,0.38,139,28.56,2888,1.37,15,0.38,,
199820,제일전기공업 ,19250,-100,-0.52,1473,13.07,9284,2.07,0,0,,
200130,콜마비앤에이치 ,33650,-350,-1.03,2724,12.35,10999,3.06,320,0.95,,
200230,텔콘RF제약 ,2740,-180,-6.16,,,1044,2.62,0,0,,
200470,에이팩트 ,6280,-200,-3.09,379,16.57,3831,1.64,0,0,,
200670,휴메딕스 ,24450,550,2.3,1587,15.41,12041,2.03,400,1.64,,
200710,에이디테크놀로지 ,21700,-500,-2.25,284,76.41,11032,1.97,70,0.32,,
200780,비씨월드제약 ,15250,100,0.66,548,27.83,11436,1.33,100,0.66,,
200880,서연이화 ,7120,110,1.57,,,22307,0.32,100,1.4,,
201490,미투온 ,7880,930,13.38,333,23.66,3027,2.6,65,0.82,,
203400,에이비온 ,12600,650,5.44,,,,,0,0,,
203450,유니온커뮤니티 ,4015,65,1.65,163,24.63,2427,1.65,70,1.74,,
203650,드림시큐리티 ,4350,-50,-1.14,99,43.94,1356,3.21,0,0,,
203690,프로스테믹스 ,2775,25,0.91,,,469,5.92,0,0,,
204020,그리티 ,2790,-35,-1.24,49,56.94,3573,0.78,30,1.08,,
204270,제이앤티씨 ,7220,-110,-1.5,1050,6.88,6720,1.07,0,0,,
204320,만도 ,59800,-500,-0.83,124,482.26,34872,1.71,0,0,,
204620,글로벌텍스프리 ,3090,10,0.32,,,1823,1.7,0,0,,
204630,스튜디오산타클로스 ,2855,0,0,,,1121,2.55,0,0,,
204840,지엘팜텍 ,914,-6,-0.65,,,274,3.34,0,0,,
205100,엑셈 ,4570,-95,-2.04,248,18.43,2200,2.08,0,0,,
205470,휴마시스 ,17150,400,2.39,643,26.67,1423,12.05,0,0,,
205500,액션스퀘어 ,6810,110,1.64,,,445,15.3,0,0,,
206400,베노홀딩스 ,5480,0,0,,,2269,2.42,0,0,,
206560,덱스터 ,38200,2200,6.11,,,2258,16.92,0,0,,
206640,바디텍메드 ,15750,-450,-2.78,1978,7.96,5103,3.09,200,1.27,,
206650,유바이오로직스 ,33100,100,0.3,,,2779,11.91,0,0,,
207760,미스터블루 ,8860,230,2.67,507,17.48,2157,4.11,35,0.4,,
207940,삼성바이오로직스 ,847000,-2000,-0.24,3642,232.56,69505,12.19,0,0,,
208140,정다운 ,2820,-25,-0.88,,,2142,1.32,0,0,,
208340,파멥신 ,6710,-60,-0.89,,,2299,2.92,0,0,,
208350,지란지교시큐리티 ,6250,-130,-2.04,,,4962,1.26,0,0,,
208370,셀바스헬스케어 ,2830,25,0.89,35,80.86,1148,2.47,0,0,,
208640,썸에이지 ,2320,-60,-2.52,,,176,13.18,0,0,,
208710,바이오로그디바이스 ,3250,-145,-4.27,,,1304,2.49,0,0,,
208860,엔지스테크널러지 ,2205,0,0,,,1141,1.93,0,0,,
210540,디와이파워 ,13250,-150,-1.12,2303,5.75,17122,0.77,220,1.66,,
210980,SK디앤디 ,29600,250,0.85,2505,11.82,21678,1.37,600,2.03,,
211270,AP위성 ,12300,-250,-1.99,,,5321,2.31,70,0.57,,
212560,네오오토 ,6880,-120,-1.71,450,15.29,10502,0.66,50,0.73,,
213420,덕산네오룩스 ,59800,-2100,-3.39,1389,43.05,8028,7.45,0,0,,
213500,한솔제지 ,14150,-250,-1.74,2493,5.68,26670,0.53,700,4.95,,
214150,클래시스 ,18000,-100,-0.55,590,30.51,1913,9.41,60,0.33,,
214180,민앤지 ,20100,-400,-1.95,1626,12.36,9826,2.05,340,1.69,,
214260,라파스 ,47450,-2000,-4.04,,,5248,9.04,0,0,,
214270,FSN ,8420,140,1.69,,,2845,2.96,0,0,,
214310,에스엘바이오닉스 ,700,0,0,,,1179,0.59,0,0,,
214320,이노션 ,54000,-4400,-7.53,3174,17.01,38463,1.4,1800,3.33,,
214330,금호에이치티 ,2185,-75,-3.32,,,1876,1.16,0,0,,
214370,케어젠 ,67100,-100,-0.15,3193,21.01,19097,3.51,2000,2.98,,
214390,경보제약 ,9000,-30,-0.33,393,22.9,6528,1.38,100,1.11,,
214420,토니모리 ,6030,-80,-1.31,,,3344,1.8,0,0,,
214430,아이쓰리시스템 ,18050,-500,-2.7,433,41.69,9948,1.81,100,0.55,,
214450,파마리서치 ,79100,1400,1.8,3447,22.95,24505,3.23,500,0.63,,
214610,미코바이오메드 ,9000,-110,-1.21,,,3083,2.92,0,0,,
214680,디알텍 ,1540,0,0,,,639,2.41,0,0,,
214870,뉴지랩파마 ,11250,0,0,,,2166,5.19,0,0,,
215000,골프존 ,169500,-200,-0.12,6101,27.78,35785,4.74,2500,1.47,,
215090,휴센텍 ,1985,65,3.39,,,781,2.54,0,0,,
215100,로보로보 ,3405,-5,-0.15,,,1278,2.66,0,0,,
215200,메가스터디교육 ,75900,600,0.8,1831,41.45,22462,3.38,750,0.99,,
215360,우리산업 ,21900,-300,-1.35,574,38.15,12890,1.7,120,0.55,,
215380,우정바이오 ,6820,-150,-2.15,,,2199,3.1,0,0,,
215480,토박스코리아 ,1450,0,0,,,494,2.94,0,0,,
215600,신라젠 ,12100,0,0,,,319,37.93,0,0,,
215790,이노인스트루먼트 ,2015,-60,-2.89,153,13.17,1886,1.07,0,0,,
216050,인크로스 ,47150,0,0,1701,27.72,9251,5.1,0,0,,
216080,제테마 ,23100,300,1.32,,,2366,9.76,0,0,,
217190,제너셈 ,9080,-110,-1.2,,,1838,4.94,0,0,,
217270,넵튠 ,27800,1500,5.7,1982,14.03,4905,5.67,0,0,,
217330,싸이토젠 ,63500,-300,-0.47,,,3255,19.51,0,0,,
217480,에스디생명공학 ,3225,-105,-3.15,,,3656,0.88,0,0,,
217500,러셀 ,3920,-35,-0.88,66,59.39,1307,3,25,0.64,,
217600,켐온 ,2905,-85,-2.84,32,90.78,856,3.39,0,0,,
217620,디딤 ,1515,-45,-2.88,,,141,10.74,0,0,,
217730,강스템바이오텍 ,3475,-110,-3.07,,,1800,1.93,0,0,,
217820,엔에스 ,10400,-100,-0.95,382,27.23,3784,2.75,0,0,,
218150,미래생명자원 ,4365,-150,-3.32,54,80.83,1631,2.68,0,0,,
218410,RFHIC ,33900,300,0.89,83,408.43,8062,4.2,100,0.29,,
219130,타이거일렉 ,14800,0,0,701,21.11,7639,1.94,0,0,,
219420,링크제니시스 ,7950,-150,-1.85,55,144.55,2973,2.67,0,0,,
219550,디와이디대양 ,3900,-100,-2.5,,,2650,1.47,0,0,,
219750,지티지웰니스 ,2835,210,8,,,692,4.1,0,0,,
220100,퓨쳐켐 ,17500,-350,-1.96,,,3340,5.24,0,0,,
220180,핸디소프트 ,3895,10,0.26,179,21.76,3043,1.28,0,0,,
220260,켐트로스 ,14050,500,3.69,57,246.49,1749,8.03,0,0,,
220630,맘스터치 ,4500,-5,-0.11,244,18.44,776,5.8,30,0.67,,
221610,자안바이오 ,2995,0,0,,,11350,0.26,0,0,,
221840,하이즈항공 ,5080,-50,-0.97,,,4236,1.2,0,0,,
221980,케이디켐 ,18900,1400,8,1834,10.31,20403,0.93,500,2.65,,
222040,코스맥스엔비티 ,6520,310,4.99,,,2802,2.33,0,0,,
222080,씨아이에스 ,15150,-250,-1.62,,,1121,13.51,0,0,,
222110,팬젠 ,8300,-70,-0.84,,,1474,5.63,0,0,,
222160,바이옵트로 ,6880,290,4.4,396,17.37,864,7.96,0,0,,
222420,쎄노텍 ,1795,-5,-0.28,,,699,2.57,0,0,,
222800,심텍 ,41600,950,2.34,1964,21.18,8840,4.71,320,0.77,,
222810,마이더스AI ,350,-11,-3.05,,,320,1.09,0,0,,
222980,한국맥널티 ,7200,-350,-4.64,454,15.86,3308,2.18,50,0.69,,
223250,드림씨아이에스 ,11500,50,0.44,978,11.76,6551,1.76,0,0,,
223310,경남제약헬스케어 ,3320,0,0,,,2221,1.49,0,0,,
224060,코디엠 ,223,-2,-0.89,,,304,0.73,0,0,,
224110,에이텍티앤 ,22400,-150,-0.67,497,45.07,9333,2.4,100,0.45,,
225190,삼양옵틱스 ,11250,50,0.45,213,52.82,3420,3.29,600,5.33,,
225220,제놀루션 ,14450,50,0.35,4124,3.5,6417,2.25,700,4.84,,
225330,씨엠에스에듀 ,7510,-100,-1.31,333,22.55,2287,3.28,260,3.46,,
225430,케이엠제약 ,2190,-50,-2.23,22,99.55,1462,1.5,0,0,,
225530,보광산업 ,6790,-10,-0.15,237,28.65,2133,3.18,100,1.47,,
225570,넷게임즈 ,16450,-100,-0.6,916,17.96,2302,7.15,0,0,,
225590,패션플랫폼 ,1775,-85,-4.57,42,42.26,1567,1.13,0,0,,
226320,잇츠한불 ,20000,50,0.25,,,18067,1.11,100,0.5,,
226330,신테카바이오 ,13900,400,2.96,,,3109,4.47,0,0,,
226340,본느 ,2280,-20,-0.87,,,1059,2.15,0,0,,
226360,KH E&T ,1350,10,0.75,,,1402,0.96,0,0,,
226400,오스테오닉 ,3480,-5,-0.14,,,1860,1.87,0,0,,
226440,한송네오텍 ,1530,-15,-0.97,,,682,2.24,0,0,,
226950,올릭스 ,39350,50,0.13,,,3344,11.77,0,0,,
227100,에이치앤비디자인 ,8930,-580,-6.1,,,899,9.93,0,0,,
227610,아우딘퓨쳐스 ,1530,-80,-4.97,,,1121,1.36,0,0,,
227840,현대코퍼레이션홀딩스 ,12150,-50,-0.41,2063,5.89,19321,0.63,500,4.12,,
227950,엔투텍 ,1680,-70,-4,,,1138,1.48,0,0,,
228340,동양파일 ,4060,-170,-4.02,,,5782,0.7,0,0,,
228670,레이 ,28100,1100,4.07,594,47.31,4907,5.73,0,0,,
228760,지노믹트리 ,12300,400,3.36,,,4766,2.58,0,0,,
228850,레이언스 ,12500,-50,-0.4,,,11342,1.1,100,0.8,,
229000,젠큐릭스 ,16650,-50,-0.3,5605,2.97,8342,2,0,0,,
229640,LS전선아시아 ,8170,-60,-0.73,240,34.04,4352,1.88,200,2.45,,
230240,에치에프알 ,31850,-550,-1.7,,,5742,5.55,0,0,,
230360,에코마케팅 ,18100,-550,-2.95,1635,11.07,4452,4.07,930,5.14,,
230980,에이트원 ,1860,0,0,,,469,3.97,0,0,,
232140,와이아이케이 ,5990,-90,-1.48,262,22.86,2532,2.37,0,0,,
232680,라온테크 ,30750,350,1.15,195,157.69,1029,29.88,0,0,,
234080,JW생명과학 ,14300,50,0.35,1065,13.43,8340,1.71,500,3.5,,
234100,세원 ,4765,25,0.53,341,13.97,1920,2.48,0,0,,
234300,에스트래픽 ,5650,-60,-1.05,,,1347,4.19,0,0,,
234340,세틀뱅크 ,31400,-300,-0.95,1294,24.27,12456,2.52,350,1.11,,
234690,녹십자웰빙 ,10100,-150,-1.46,86,117.44,4680,2.16,50,0.5,,
234920,자이글 ,3360,-25,-0.74,64,52.5,3844,0.87,0,0,,
235980,메드팩토 ,55200,-2200,-3.83,,,2740,20.15,0,0,,
236200,슈프리마 ,23700,-50,-0.21,1317,18,20277,1.17,0,0,,
236810,엔비티 ,29500,3500,13.46,345,85.51,2571,11.47,0,0,,
237690,에스티팜 ,115700,16600,16.75,,,15830,7.31,0,0,,
237750,피앤씨테크 ,7440,-10,-0.13,335,22.21,9551,0.78,0,0,,
237820,플레이디 ,7110,30,0.42,123,57.8,5491,1.29,0,0,,
237880,클리오 ,20100,-250,-1.23,576,34.9,8925,2.25,100,0.5,,
238090,앤디포스 ,8460,-220,-2.53,401,21.1,6052,1.4,0,0,,
238120,얼라인드 ,8470,-130,-1.51,90,94.11,2985,2.84,0,0,,
238200,비피도 ,10500,-350,-3.23,,,5463,1.92,0,0,,
238490,힘스 ,9440,-120,-1.26,1522,6.2,6872,1.37,150,1.59,,
239340,줌인터넷 ,5220,-30,-0.57,44,118.64,996,5.24,0,0,,
239610,에이치엘사이언스 ,32350,0,0,3735,8.66,17778,1.82,400,1.24,,
239890,피엔에이치테크 ,40800,-450,-1.09,,,1538,26.53,0,0,,
240810,원익IPS ,40550,-1650,-3.91,2027,20,13508,3,200,0.49,,
241520,DSC인베스트먼트 ,5600,160,2.94,890,6.29,2144,2.61,0,0,,
241560,두산밥캣 ,39050,950,2.49,2466,15.84,40637,0.96,0,0,,
241590,화승엔터프라이즈 ,16500,-650,-3.79,662,24.92,8554,1.93,45,0.27,,
241690,유니테크노 ,8590,-220,-2.5,418,20.55,3194,2.69,0,0,,
241710,코스메카코리아 ,13700,-300,-2.14,245,55.92,12150,1.13,0,0,,
241770,메카로 ,12800,-200,-1.54,,,13654,0.94,0,0,,
241790,오션브릿지 ,14950,-150,-0.99,1440,10.38,7608,1.97,320,2.14,,
241820,피씨엘 ,41250,100,0.24,2030,20.32,3646,11.31,0,0,,
241840,에이스토리 ,30950,-150,-0.48,,,3296,9.39,0,0,,
242040,나무기술 ,2995,-135,-4.31,,,829,3.61,0,0,,
243070,휴온스 ,49200,550,1.13,5138,9.58,21996,2.24,600,1.22,,
243840,신흥에스이씨 ,60000,-1500,-2.44,2689,22.31,18613,3.22,300,0.5,,
244460,올리패스 ,8570,-150,-1.72,,,1531,5.6,0,0,,
244920,에이플러스에셋 ,9900,-350,-3.41,1032,9.59,4163,2.38,350,3.54,,
245620,EDGC ,3300,-25,-0.75,,,839,3.93,0,0,,
246690,TS인베스트먼트 ,2645,-65,-2.4,221,11.97,1181,2.24,25,0.95,,
246710,티앤알바이오팹 ,55900,-100,-0.18,,,4418,12.65,0,0,,
246720,아스타 ,5120,0,0,,,560,9.14,0,0,,
246960,이노테라피 ,12050,-350,-2.82,,,2566,4.7,0,0,,
247540,에코프로비엠 ,536000,-10800,-1.98,2256,237.59,21088,25.42,450,0.08,,
247660,나노씨엠에스 ,76200,-1800,-2.31,,,1861,40.95,0,0,,
248070,솔루엠 ,24500,-200,-0.81,1008,24.31,2922,8.38,0,0,,
248170,샘표식품 ,41750,-1050,-2.45,7895,5.29,42068,0.99,200,0.48,,
249420,일동제약 ,16750,1350,8.77,,,10694,1.57,0,0,,
250000,보라티알 ,13850,-100,-0.72,233,59.44,8138,1.7,150,1.08,,
250060,모비스 ,2470,70,2.92,,,747,3.31,0,0,,
250930,예선테크 ,2000,-50,-2.44,51,39.22,1116,1.79,30,1.5,,
251270,넷마블 ,123000,1000,0.82,3827,32.14,62986,1.95,767,0.62,,
251370,와이엠티 ,19500,-50,-0.26,949,20.55,6639,2.94,0,0,,
251630,브이원텍 ,8480,-190,-2.19,379,22.37,5627,1.51,100,1.18,,
251970,펌텍코리아 ,18350,-400,-2.13,1631,11.25,14321,1.28,430,2.34,,
252500,세화피앤씨 ,1565,-15,-0.95,107,14.63,725,2.16,30,1.92,,
252990,샘씨엔에스 ,6280,-70,-1.1,156,40.26,61,102.95,0,0,,
253450,스튜디오드래곤 ,88800,-2800,-3.06,1044,85.06,20309,4.37,0,0,,
253590,네오셈 ,2920,-10,-0.34,221,13.21,1150,2.54,20,0.68,,
253840,수젠텍 ,14350,-150,-1.03,,,4126,3.48,0,0,,
254120,자비스 ,2405,-25,-1.03,,,506,4.75,0,0,,
255220,SG ,1710,-65,-3.66,,,1894,0.9,0,0,,
255440,야스 ,13900,-300,-2.11,899,15.46,12281,1.13,100,0.72,,
256150,한독크린텍 ,11550,0,0,1118,10.33,5053,2.29,300,2.6,,
256630,포인트엔지니어링 ,3250,45,1.4,155,20.97,1362,2.39,40,1.23,,
256840,한국비엔씨 ,19600,1000,5.38,29,675.86,718,27.3,0,0,,
256940,케이피에스 ,12250,-550,-4.3,,,3270,3.75,0,0,,
257370,명성티엔에스 ,9210,0,0,,,4280,2.15,0,0,,
257720,실리콘투 ,20450,550,2.76,692,29.55,4231,4.83,0,0,,
258610,이더블유케이 ,6740,240,3.69,,,3065,2.2,0,0,,
258790,소프트캠프 ,2915,-120,-3.95,77,37.86,643,4.53,0,0,,
258830,세종메디칼 ,4660,-225,-4.61,14,332.86,1325,3.52,20,0.43,,
259630,엠플러스 ,14550,-50,-0.34,556,26.17,5221,2.79,100,0.69,,
259960,크래프톤 ,504000,-5000,-0.98,13771,36.6,28377,17.76,0,0,,
260660,알리코제약 ,7100,-10,-0.14,560,12.68,5069,1.4,100,1.41,,
260930,씨티케이 ,10100,-50,-0.49,,,8497,1.19,200,1.98,,
260970,에스앤디 ,18250,0,0,2424,7.53,11134,1.64,100,0.55,,
261200,덴티스 ,9140,-190,-2.04,,,1819,5.02,0,0,,
261780,차백신연구소 ,11150,750,7.21,,,70,159.29,0,0,,
262260,에이프로 ,31000,-250,-0.8,162,191.36,8487,3.65,0,0,,
262840,아이퀘스트 ,10350,-500,-4.61,699,14.81,2048,5.05,100,0.97,,
263020,디케이앤디 [락],5600,-150,-2.61,234,23.93,3442,1.63,0,0,,
263050,유틸렉스 ,20450,-1300,-5.98,,,3727,5.49,0,0,,
263540,샘코 ,40300,0,0,,,8720,4.62,0,0,,
263600,덕우전자 ,7120,-40,-0.56,640,11.13,6065,1.17,140,1.97,,
263690,디알젬 ,11850,50,0.42,1786,6.63,4638,2.55,200,1.69,,
263700,케어랩스 ,9550,100,1.06,288,33.16,5689,1.68,0,0,,
