종목코드,종목명,종가,대비,등락률,EPS,PER,BPS,PBR,주당배당금,배당수익률,,2021
51600,한전KPS ,41750,50,0.12,1935,21.58,23371,1.79,1146,2.74,,
51630,진양화학 ,4790,-65,-1.34,69,69.42,2300,2.08,0,0,,
51780,큐로홀딩스 ,600,0,0,,,287,2.09,0,0,,
51900,LG생활건강 ,1169000,6000,0.52,47596,24.56,268428,4.35,11000,0.94,,
51905,LG생활건강우 ,640000,-2000,-0.31,,,,,11050,1.73,,
51910,LG화학 ,739000,-8000,-1.07,6666,110.86,230440,3.21,10000,1.35,,
51915,LG화학우 ,355000,-8500,-2.34,,,,,10050,2.83,,
51980,중앙디앤엠 ,1670,15,0.91,,,417,4,0,0,,
52020,에스티큐브 ,8210,-50,-0.61,,,1136,7.23,0,0,,
52190,세영디앤씨 ,8850,0,0,,,17820,0.5,0,0,,
52220,iMBC ,4970,-10,-0.2,47,105.74,2341,2.12,0,0,,
52260,현대바이오랜드 ,17700,-400,-2.21,,,9149,1.93,100,0.56,,
52300,초록뱀컴퍼니 ,1710,-20,-1.16,370,4.62,1985,0.86,0,0,,
52330,코텍 ,10450,-150,-1.42,,,19253,0.54,250,2.39,,
52400,코나아이 ,28250,-1450,-4.88,1277,22.12,6172,4.58,0,0,,
52420,오성첨단소재 ,2640,-55,-2.04,163,16.2,2870,0.92,0,0,,
52460,아이크래프트 ,5000,-70,-1.38,94,53.19,2140,2.34,0,0,,
52600,한네트 ,7480,240,3.31,108,69.26,3043,2.46,100,1.34,,
52670,제일바이오 ,3395,-10,-0.29,37,91.76,1312,2.59,0,0,,
52690,한전기술 ,90600,-2900,-3.1,530,170.94,13058,6.94,282,0.31,,
52710,아모텍 ,26250,50,0.19,,,18815,1.4,0,0,,
52770,아이톡시 ,2085,0,0,,,256,8.14,0,0,,
52790,액토즈소프트 ,13200,-200,-1.49,1428,9.24,13355,0.99,0,0,,
52860,아이앤씨 ,3830,-90,-2.3,,,2680,1.43,0,0,,
52900,KMH하이텍 ,1590,-30,-1.85,34,46.76,1628,0.98,0,0,,
53030,바이넥스 ,14700,-450,-2.97,206,71.36,5455,2.69,0,0,,
53050,지에스이 ,2695,80,3.06,157,17.17,2409,1.12,40,1.48,,
53060,세동 ,1300,20,1.56,,,569,2.28,0,0,,
53080,원방테크 ,15200,-500,-3.18,1141,13.32,10526,1.44,930,6.12,,
53110,소리바다 ,3960,0,0,,,360,11,0,0,,
53160,프리엠스 ,13500,-400,-2.88,23,586.96,8118,1.66,50,0.37,,
53210,스카이라이프 ,9420,0,0,1203,7.83,15415,0.61,350,3.72,,
53260,금강철강 ,5040,-120,-2.33,172,29.3,5941,0.85,100,1.98,,
53270,구영테크 ,3390,0,0,29,116.9,2633,1.29,30,0.88,,
53280,예스24 ,9480,-20,-0.21,6,1580,6639,1.43,200,2.11,,
53290,NE능률 ,13300,-100,-0.75,68,195.59,3826,3.48,40,0.3,,
53300,한국정보인증 ,6420,0,0,313,20.51,2911,2.21,100,1.56,,
53350,이니텍 ,5760,220,3.97,76,75.79,5922,0.97,20,0.35,,
53450,세코닉스 ,8580,360,4.38,,,6723,1.28,0,0,,
53580,웹케시 ,26250,-150,-0.57,1334,19.68,5023,5.23,250,0.95,,
53590,한국테크놀로지 ,1010,-35,-3.35,,,291,3.47,0,0,,
53610,프로텍 ,25150,-150,-0.59,1154,21.79,18741,1.34,300,1.19,,
53620,태양 ,9000,-80,-0.88,881,10.22,19081,0.47,150,1.67,,
53660,현진소재 ,400,0,0,,,,,0,0,,
53690,한미글로벌 ,11600,0,0,974,11.91,10889,1.07,300,2.59,,
53700,삼보모터스 ,6000,-110,-1.8,,,11585,0.52,0,0,,
53800,안랩 ,70100,-800,-1.13,2138,32.79,21618,3.24,900,1.28,,
53950,경남제약 ,5260,-40,-0.75,,,3289,1.6,0,0,,
53980,오상자이엘 ,8380,230,2.82,1307,6.41,3501,2.39,0,0,,
54040,한국컴퓨터 ,4520,-70,-1.53,572,7.9,6336,0.71,150,3.32,,
54050,농우바이오 ,11100,-100,-0.89,586,18.94,14729,0.75,200,1.8,,
54090,삼진엘앤디 ,3565,0,0,,,3439,1.04,75,2.1,,
54180,메디콕스 ,953,-47,-4.7,,,788,1.21,0,0,,
54210,이랜텍 ,12650,0,0,,,6077,2.08,50,0.4,,
54220,비츠로시스 ,5330,0,0,,,182,29.29,0,0,,
54300,팬스타엔터프라이즈 ,916,-14,-1.51,,,694,1.32,0,0,,
54410,케이피티유 ,6400,-100,-1.54,,,5737,1.12,0,0,,
54450,텔레칩스 ,16200,50,0.31,,,6845,2.37,0,0,,
54540,삼영엠텍 ,4820,105,2.23,576,8.37,5853,0.82,150,3.11,,
54620,APS홀딩스 ,15800,300,1.94,,,8135,1.94,0,0,,
54630,에이디칩스 ,813,-21,-2.52,,,460,1.77,0,0,,
54670,대한뉴팜 ,11400,100,0.88,,,3980,2.86,0,0,,
54780,키이스트 ,13600,50,0.37,560,24.29,2438,5.58,0,0,,
54800,아이디스홀딩스 ,13250,-50,-0.38,378,35.05,20565,0.64,200,1.51,,
54920,한컴위드 ,9760,170,1.77,307,31.79,4626,2.11,0,0,,
54930,유신 ,18450,-50,-0.27,1009,18.29,27608,0.67,500,2.71,,
54940,엑사이엔씨 ,1375,-20,-1.43,,,1782,0.77,0,0,,
54950,제이브이엠 ,14250,-100,-0.7,482,29.56,11366,1.25,400,2.81,,
55490,테이팩스 ,87600,-2200,-2.45,2931,29.89,24253,3.61,500,0.57,,
55550,신한지주 ,37350,-400,-1.06,6654,5.61,82515,0.45,1500,4.02,,
56000,COWON ,2860,0,0,20,143,1435,1.99,0,0,,
56080,유진로봇 ,3110,-25,-0.8,,,1108,2.81,0,0,,
56090,유앤아이 ,4670,-85,-1.79,,,3325,1.4,0,0,,
56190,에스에프에이 ,35550,-1150,-3.13,3176,11.19,28838,1.23,950,2.67,,
56360,코위버 ,8000,-10,-0.12,599,13.36,12442,0.64,80,1,,
56700,신화인터텍 ,3125,10,0.32,115,27.17,3383,0.92,50,1.6,,
56730,CNT85 ,1550,0,0,,,319,4.86,0,0,,
57030,YBM넷 ,6600,-260,-3.79,,,2479,2.66,0,0,,
57050,현대홈쇼핑 ,64600,-600,-0.92,9814,6.58,149799,0.43,2200,3.41,,
57540,옴니시스템 ,2675,15,0.56,,,2116,1.26,0,0,,
57680,티사이언티픽 ,4165,495,13.49,16,260.31,1787,2.33,0,0,,
57880,피에이치씨 ,985,-20,-1.99,128,7.7,892,1.1,0,0,,
58110,멕아이씨에스 ,9520,70,0.74,1858,5.12,2674,3.56,144,1.51,,
58220,아리온 ,275,0,0,,,,,0,0,,
58400,KNN ,1435,-15,-1.03,46,31.2,1506,0.95,15,1.05,,
58420,제이웨이 ,2160,0,0,,,1206,1.79,0,0,,
58430,포스코강판 ,57700,-1700,-2.86,1056,54.64,37210,1.55,500,0.87,,
58450,일야 ,685,0,0,,,500,1.37,0,0,,
58470,리노공업 ,197300,-6400,-3.14,3648,54.08,22132,8.91,1500,0.76,,
58530,슈펙스비앤피 ,1620,0,0,,,4500,0.36,0,0,,
58610,에스피지 ,10300,-250,-2.37,670,15.37,6935,1.49,150,1.46,,
58630,엠게임 ,12250,0,0,354,34.6,2374,5.16,0,0,,
58650,세아홀딩스 ,109500,0,0,,,464459,0.24,2250,2.05,,
58730,다스코 ,4925,-5,-0.1,,,7664,0.64,0,0,,
58820,CMG제약 ,3510,-35,-0.99,2,1755,1304,2.69,0,0,,
58850,KTcs ,2575,-5,-0.19,257,10.02,3831,0.67,80,3.11,,
58860,KTis ,2480,-35,-1.39,223,11.12,4810,0.52,80,3.23,,
58970,엠로 ,38000,-50,-0.13,974,39.01,2596,14.64,0,0,,
59090,미코 ,13650,50,0.37,379,36.02,3587,3.81,0,0,,
59100,아이컴포넌트 ,8420,-280,-3.22,57,147.72,4127,2.04,0,0,,
59120,아진엑스텍 ,10150,-200,-1.93,133,76.32,4429,2.29,100,0.99,,
59210,메타바이오메드 ,2870,-10,-0.35,,,2011,1.43,10,0.35,,
59270,해성티피씨 ,7110,-40,-0.56,,,2628,2.71,0,0,,
60150,인선이엔티 ,11350,-50,-0.44,885,12.82,6702,1.69,0,0,,
60230,얍엑스 ,1385,-50,-3.48,,,759,1.82,0,0,,
60240,룽투코리아 ,8450,-30,-0.35,113,74.78,3021,2.8,0,0,,
60250,NHN한국사이버결제 [락],36800,-2350,-6,879,41.87,4282,8.59,0,0,,
60260,뉴보텍 ,1240,-25,-1.98,,,630,1.97,0,0,,
60280,큐렉소 ,6390,10,0.16,12,532.5,1341,4.77,0,0,,
60300,레드로버 ,1830,0,0,58,31.55,817,2.24,0,0,,
60310,3S ,3710,-180,-4.63,16,231.88,792,4.68,0,0,,
60370,KT서브마린 ,5220,90,1.75,58,90,4693,1.11,30,0.57,,
60380,동양에스텍 ,3480,60,1.75,276,12.61,2828,1.23,100,2.87,,
60480,국일신동 ,3760,-15,-0.4,8,470,4244,0.89,30,0.8,,
60540,에스에이티 ,3020,75,2.55,147,20.54,3301,0.91,50,1.66,,
60560,홈센타홀딩스 ,1230,-20,-1.6,35,35.14,901,1.37,0,0,,
60570,드림어스컴퍼니 ,5290,190,3.73,,,1685,3.14,0,0,,
60590,씨티씨바이오 ,7590,-640,-7.78,,,3626,2.09,0,0,,
60720,KH바텍 ,24800,-400,-1.59,,,7447,3.33,0,0,,
60850,영림원소프트랩 ,11250,50,0.45,686,16.4,4149,2.71,80,0.71,,
60900,대한그린파워 ,1000,0,0,,,211,4.74,0,0,,
60980,한라홀딩스 ,47950,-450,-0.93,4297,11.16,84687,0.57,2000,4.17,,
61040,알에프텍 ,5940,-180,-2.94,,,5636,1.05,0,0,,
61250,화일약품 ,2705,-50,-1.81,55,49.18,2506,1.08,0,0,,
61970,엘비세미콘 ,12800,-150,-1.16,618,20.71,3977,3.22,50,0.39,,
62860,티엘아이 ,6400,-240,-3.61,,,6408,1,0,0,,
62970,피피아이 ,4295,450,11.7,,,1887,2.28,0,0,,
63080,게임빌 ,150100,1000,0.67,3145,47.73,41770,3.59,0,0,,
63160,종근당바이오 ,38200,-500,-1.29,1147,33.3,30760,1.24,200,0.52,,
63170,서울옥션 ,35550,2600,7.89,,,3856,9.22,0,0,,
63440,SM Life Design ,3165,-95,-2.91,,,1023,3.09,0,0,,
63570,한국전자금융 ,5410,-10,-0.18,114,47.46,4535,1.19,110,2.03,,
63760,이엘피 ,8050,430,5.64,288,27.95,7364,1.09,120,1.49,,
64090,에프앤리퍼블릭 ,1990,-30,-1.49,,,920,2.16,0,0,,
64240,홈캐스트 ,3600,0,0,,,2059,1.75,0,0,,
64260,다날 ,15500,1500,10.71,264,58.71,3368,4.6,0,0,,
64290,인텍플러스 ,24450,-500,-2,757,32.3,2432,10.05,100,0.41,,
64350,현대로템 ,21150,150,0.71,326,64.88,12493,1.69,0,0,,
64480,브리지텍 ,5420,-150,-2.69,74,73.24,2813,1.93,100,1.85,,
64510,에코마이스터 ,2750,0,0,,,360,7.64,0,0,,
64520,바른전자 ,944,0,0,,,411,2.3,0,0,,
64550,바이오니아 ,50800,3850,8.2,2509,20.25,5775,8.8,0,0,,
64760,티씨케이 ,131600,-2800,-2.08,5183,25.39,23166,5.68,1100,0.84,,
64800,젬백스링크 ,1765,25,1.44,127,13.9,1897,0.93,0,0,,
64820,케이프 ,5020,65,1.31,316,15.89,5685,0.88,100,1.99,,
64850,에프앤가이드 ,11550,100,0.87,461,25.05,4087,2.83,100,0.87,,
64960,SNT모티브 ,46250,-850,-1.8,3952,11.7,52022,0.89,1600,3.46,,
65060,지엔코 ,749,-4,-0.53,,,706,1.06,0,0,,
65130,탑엔지니어링 ,7990,180,2.3,,,13014,0.61,0,0,,
65150,엠피대산 ,866,-14,-1.59,,,218,3.97,0,0,,
65170,넥스트BT ,1375,-30,-2.14,,,760,1.81,0,0,,
65350,신성델타테크 ,15400,-100,-0.65,340,45.29,5239,2.94,100,0.65,,
65370,위세아이텍 ,15950,700,4.59,549,29.05,3782,4.22,150,0.94,,
65420,에스아이리소스 ,639,0,0,18,35.5,203,3.15,0,0,,
65440,이루온 ,2680,20,0.75,81,33.09,1364,1.96,0,0,,
65450,빅텍 ,5200,30,0.58,106,49.06,1824,2.85,0,0,,
65500,오리엔트정공 ,610,0,0,,,266,2.29,0,0,,
65510,휴비츠 ,9550,40,0.42,,,6605,1.45,100,1.05,,
65530,와이어블 ,3340,15,0.45,65,51.38,1342,2.49,50,1.5,,
65560,녹원씨엔아이 ,5770,0,0,,,4241,1.36,0,0,,
65570,삼영이엔씨 ,8310,-20,-0.24,,,8463,0.98,70,0.84,,
65650,메디프론 ,2575,-50,-1.9,,,749,3.44,0,0,,
65660,안트로젠 ,57400,0,0,,,8915,6.44,0,0,,
65680,우주일렉트로 ,27150,-1050,-3.72,1546,17.56,19911,1.36,350,1.29,,
65690,파커스 ,2870,-25,-0.86,,,5288,0.54,150,5.23,,
65710,서호전기 ,20300,-100,-0.49,1319,15.39,14273,1.42,1000,4.93,,
65770,CS ,3455,-110,-3.09,9,383.89,1170,2.95,0,0,,
65950,웰크론 ,4305,-45,-1.03,394,10.93,2599,1.66,0,0,,
66110,한프 ,1130,0,0,,,662,1.71,0,0,,
66130,하츠 ,9580,-60,-0.62,493,19.43,6846,1.4,80,0.84,,
66310,큐에스아이 ,16700,-400,-2.34,16,1043.75,5958,2.8,50,0.3,,
66360,체리부로 ,1390,30,2.21,,,1481,0.94,0,0,,
66410,버킷스튜디오 ,6900,880,14.62,,,1408,4.9,0,0,,
66430,와이오엠 ,2200,-20,-0.9,155,14.19,1119,1.97,0,0,,
66570,LG전자 ,125500,-3000,-2.33,10926,11.49,85368,1.47,1200,0.96,,
66575,LG전자우 ,62600,-500,-0.79,,,,,1250,2,,
66590,우수AMS ,4630,0,0,,,2436,1.9,0,0,,
66620,국보디자인 ,22500,0,0,2649,8.49,22137,1.02,320,1.42,,
66670,디스플레이텍 ,7810,20,0.26,228,34.25,8103,0.96,80,1.02,,
66700,테라젠이텍스 ,5990,-40,-0.66,,,11542,0.52,0,0,,
66790,씨씨에스 ,730,-3,-0.41,,,470,1.55,0,0,,
66900,디에이피 ,4000,-10,-0.25,282,14.18,4604,0.87,0,0,,
66910,손오공 ,2475,-45,-1.79,,,836,2.96,0,0,,
66970,엘앤에프 ,234300,-6600,-2.74,,,6665,35.15,50,0.02,,
66980,이엔코퍼레이션 ,5010,25,0.5,,,1665,3.01,0,0,,
67000,조이시티 ,13300,500,3.91,297,44.78,1761,7.55,0,0,,
67010,이씨에스 ,6280,-190,-2.94,399,15.74,3944,1.59,130,2.07,,
67080,대화제약 ,9240,-60,-0.65,,,4415,2.09,150,1.62,,
67160,아프리카TV ,203900,-6700,-3.18,3365,60.59,12758,15.98,650,0.32,,
67170,오텍 ,11750,-100,-0.84,287,40.94,9511,1.24,130,1.11,,
67280,멀티캠퍼스 ,40300,-100,-0.25,1690,23.85,19873,2.03,500,1.24,,
67290,JW신약 ,3620,0,0,,,1288,2.81,0,0,,
67310,하나마이크론 ,22700,-500,-2.16,,,4320,5.25,0,0,,
67390,아스트 ,6240,-120,-1.89,,,6206,1.01,0,0,,
67570,엔브이에이치코리아 ,4350,-10,-0.23,,,4756,0.91,75,1.72,,
67630,에이치엘비생명과학 ,13000,50,0.39,,,3051,4.26,0,0,,
67730,로지시스 ,6900,-90,-1.29,50,138,1752,3.94,100,1.45,,
67770,세진티에스 ,5070,-170,-3.24,510,9.94,4915,1.03,0,0,,
67830,세이브존I&C ,2965,-15,-0.5,262,11.32,11015,0.27,30,1.01,,
67900,와이엔텍 ,10500,-300,-2.78,1203,8.73,8637,1.22,0,0,,
67920,이글루시큐리티 ,7260,100,1.4,526,13.8,4533,1.6,160,2.2,,
67990,도이치모터스 ,7230,-50,-0.69,524,13.8,9594,0.75,250,3.46,,
68050,팬엔터테인먼트 ,5540,90,1.65,66,83.94,2495,2.22,0,0,,
68240,다원시스 ,30800,-150,-0.48,540,57.04,7935,3.88,100,0.32,,
68270,셀트리온 ,209000,-2000,-0.95,3756,55.64,24262,8.61,0,0,,
68290,삼성출판사 ,36000,500,1.41,5322,6.76,14285,2.52,200,0.56,,
68330,일신바이오 ,3735,-135,-3.49,93,40.16,1004,3.72,7,0.19,,
68400,SK렌터카 ,10900,-100,-0.91,494,22.06,9793,1.11,0,0,,
68760,셀트리온제약 ,122300,200,0.16,574,213.07,8230,14.86,0,0,,
68790,DMS ,6500,-40,-0.61,1718,3.78,9256,0.7,100,1.54,,
68930,디지털대성 ,9380,-20,-0.21,445,21.08,3790,2.47,300,3.2,,
68940,아이씨케이 ,2920,100,3.55,,,496,5.89,0,0,,
69080,웹젠 ,25300,-250,-0.98,2802,9.03,12300,2.06,0,0,,
69110,코스온 ,2630,0,0,,,3517,0.75,0,0,,
69140,누리플랜 ,7210,-170,-2.3,497,14.51,4824,1.49,0,0,,
69260,휴켐스 ,23600,100,0.43,1292,18.27,16351,1.44,1000,4.24,,
69330,유아이디 ,2690,25,0.94,,,778,3.46,0,0,,
69410,엔텔스 ,11400,100,0.88,740,15.41,4793,2.38,0,0,,
69460,대호에이엘 ,3705,50,1.37,24,154.38,1010,3.67,0,0,,
69510,에스텍 ,9420,-20,-0.21,1449,6.5,14391,0.65,400,4.25,,
69540,라이트론 ,4580,-170,-3.58,,,2235,2.05,0,0,,
69620,대웅제약 ,133000,-2500,-1.85,1196,111.2,47554,2.8,600,0.45,,
69640,한세엠케이 ,4740,-45,-0.94,,,6030,0.79,0,0,,
69730,DSR제강 ,4800,-155,-3.13,367,13.08,10157,0.47,40,0.83,,
69920,아이에스이커머스 ,3450,25,0.73,,,1589,2.17,0,0,,
69960,현대백화점 ,73400,-2300,-3.04,3172,23.14,182312,0.4,1000,1.36,,
70300,엑스큐어 ,3895,285,7.89,,,3033,1.28,0,0,,
70590,한솔인티큐브 ,2875,-15,-0.52,126,22.82,1890,1.52,30,1.04,,
70960,용평리조트 ,5360,-20,-0.37,,,7848,0.68,0,0,,
71050,한국금융지주 ,83000,-600,-0.72,14780,5.62,91124,0.91,3000,3.61,,
71055,한국금융지주우 ,69000,0,0,,,,,3062,4.44,,
71090,하이스틸 ,2820,-95,-3.26,,,6302,0.45,10,0.35,,
71200,인피니트헬스케어 ,6920,-200,-2.81,274,25.26,3737,1.85,0,0,,
71280,로체시스템즈 ,5460,-50,-0.91,562,9.72,4799,1.14,0,0,,
71320,지역난방공사 ,38450,-150,-0.39,2279,16.87,155780,0.25,965,2.51,,
71460,위니아딤채 ,3860,-115,-2.89,348,11.09,2186,1.77,0,0,,
71670,에이테크솔루션 ,15400,-600,-3.75,285,54.04,7188,2.14,0,0,,
71840,롯데하이마트 ,25750,-150,-0.58,1217,21.16,81582,0.32,1200,4.66,,
71850,캐스텍코리아 ,3470,-50,-1.42,,,6120,0.57,0,0,,
71950,코아스 ,1155,10,0.87,,,771,1.5,0,0,,
71970,STX중공업 ,4750,-125,-2.56,39,121.79,6131,0.77,0,0,,
72020,중앙백신 ,15200,-450,-2.88,320,47.5,8790,1.73,70,0.46,,
72130,유엔젤 ,5430,-60,-1.09,,,2765,1.96,0,0,,
72470,우리산업홀딩스 ,6710,-520,-7.19,106,63.3,6889,0.97,30,0.45,,
72520,제넨바이오 ,896,-34,-3.66,,,312,2.87,0,0,,
72710,농심홀딩스 ,77300,-300,-0.39,14746,5.24,209586,0.37,2000,2.59,,
72770,율호 ,2395,-190,-7.35,31,77.26,685,3.5,0,0,,
72870,메가스터디 ,13700,0,0,1786,7.67,23739,0.58,600,4.38,,
72950,빛샘전자 ,7550,-190,-2.45,194,38.92,10110,0.75,50,0.66,,
72990,에이치시티 ,15850,-50,-0.31,1513,10.48,8338,1.9,50,0.32,,
73010,케이에스피 ,1895,-15,-0.79,35,54.14,662,2.86,0,0,,
73110,엘엠에스 ,9960,-90,-0.9,,,11260,0.88,200,2.01,,
73190,듀오백 ,2780,-5,-0.18,66,42.12,2342,1.19,0,0,,
73240,금호타이어 ,4305,-30,-0.69,,,4065,1.06,0,0,,
73490,이노와이어리스 ,45750,-750,-1.61,1973,23.19,15391,2.97,250,0.55,,
73540,에프알텍 ,3905,95,2.49,,,2415,1.62,0,0,,
73560,우리손에프앤지 ,2205,0,0,315,7,2951,0.75,25,1.13,,
73570,WI ,1140,-40,-3.39,,,518,2.2,0,0,,
73640,테라사이언스 ,2080,25,1.22,,,428,4.86,0,0,,
74430,아미노로직스 ,2250,-25,-1.1,24,93.75,610,3.69,0,0,,
74600,원익QnC ,28300,-550,-1.91,982,28.82,9070,3.12,0,0,,
74610,이엔플러스 ,3285,-20,-0.61,,,1312,2.5,0,0,,
75130,플랜티넷 ,9630,-30,-0.31,131,73.51,7259,1.33,200,2.08,,
75180,새론오토모티브 ,5460,30,0.55,321,17.01,11350,0.48,150,2.75,,
75580,세진중공업 ,6010,-40,-0.66,33,182.12,2720,2.21,150,2.5,,
75970,동국알앤에스 ,4585,-40,-0.86,173,26.5,4148,1.11,80,1.74,,
76080,웰크론한텍 ,4590,-95,-2.03,30,153,3234,1.42,0,0,,
76610,해성옵틱스 ,1135,-40,-3.4,,,413,2.75,0,0,,
77360,덕산하이메탈 ,14100,-750,-5.05,765,18.43,9563,1.47,0,0,,
77500,유니퀘스트 ,10650,-250,-2.29,897,11.87,8425,1.26,125,1.17,,
77970,STX엔진 ,9830,-110,-1.11,713,13.79,9635,1.02,0,0,,
78000,텔코웨어 ,11300,0,0,332,34.04,11338,1,480,4.25,,
78020,이베스트투자증권 ,8680,-40,-0.46,2413,3.6,11051,0.79,550,6.34,,
78070,유비쿼스홀딩스 ,16500,-650,-3.79,578,28.55,11120,1.48,170,1.03,,
78130,국일제지 ,4130,10,0.24,,,548,7.54,0,0,,
78140,대봉엘에스 ,8120,-60,-0.73,526,15.44,9358,0.87,50,0.62,,
78150,HB테크놀러지 ,2305,-80,-3.35,47,49.04,2086,1.1,20,0.87,,
78160,메디포스트 ,21700,-1000,-4.41,,,7462,2.91,0,0,,
78340,컴투스 ,154700,1100,0.72,6655,23.25,75643,2.05,1500,0.97,,
78350,한양디지텍 ,14850,50,0.34,426,34.86,3702,4.01,0,0,,
78520,에이블씨엔씨 ,6760,-140,-2.03,,,5784,1.17,0,0,,
78590,OQP ,2380,0,0,,,878,2.71,0,0,,
78600,대주전자재료 ,117000,200,0.17,345,339.13,5529,21.16,50,0.04,,
78650,지나인제약 ,6780,-320,-4.51,,,6000,1.13,0,0,,
78860,아이오케이 ,2230,160,7.73,,,1380,1.62,0,0,,
78890,가온미디어 ,16200,-200,-1.22,197,82.23,10355,1.56,50,0.31,,
78930,GS ,40000,-500,-1.23,,,88213,0.45,1900,4.75,,
78935,GS우 ,36350,-200,-0.55,,,,,1950,5.36,,
78940,코드네이처 ,2535,-70,-2.69,,,588,4.31,0,0,,
79000,와토스코리아 ,6530,-10,-0.15,202,32.33,10283,0.64,200,3.06,,
79160,CJ CGV ,25350,-800,-3.06,,,3812,6.65,0,0,,
79170,한창산업 ,8070,-130,-1.59,227,35.55,10153,0.79,120,1.49,,
79190,EMW ,1665,-5,-0.3,,,890,1.87,0,0,,
79370,제우스 ,20150,-600,-2.89,1766,11.41,22802,0.88,200,0.99,,
79430,현대리바트 ,14650,-100,-0.68,1322,11.08,23425,0.63,200,1.37,,
79550,LIG넥스원 ,56800,-1100,-1.9,2664,21.32,30569,1.86,900,1.58,,
79650,서산 ,2705,30,1.12,,,3133,0.86,0,0,,
79810,디이엔티 ,4225,-65,-1.52,,,1675,2.52,0,0,,
79940,가비아 ,13800,50,0.36,935,14.76,6528,2.11,60,0.43,,
79950,인베니아 ,2410,-50,-2.03,,,1762,1.37,0,0,,
79960,동양이엔피 ,18300,-200,-1.08,3084,5.93,30463,0.6,400,2.19,,
79970,투비소프트 ,2220,-50,-2.2,,,1035,2.14,0,0,,
79980,휴비스 ,8740,-50,-0.57,2497,3.5,13659,0.64,300,3.43,,
80000,에스엔유 ,3600,0,0,145,24.83,3508,1.03,0,0,,
80010,이상네트웍스 ,7320,-210,-2.79,697,10.5,11089,0.66,100,1.37,,
80160,모두투어 ,21650,-550,-2.48,,,2777,7.8,0,0,,
80220,제주반도체 ,6450,240,3.86,253,25.49,2716,2.37,0,0,,
80420,모다이노칩 ,3820,-5,-0.13,133,28.72,4371,0.87,0,0,,
80470,성창오토텍 ,8740,-40,-0.46,114,76.67,5231,1.67,50,0.57,,
80520,오디텍 ,6700,-50,-0.74,501,13.37,10316,0.65,100,1.49,,
80530,코디 ,1585,-25,-1.55,,,1479,1.07,0,0,,
80580,오킨스전자 ,25600,-500,-1.92,28,914.29,1725,14.84,0,0,,
80720,한국유니온제약 ,9730,-120,-1.22,,,8650,1.12,0,0,,
81000,일진다이아 ,34200,-350,-1.01,511,66.93,12787,2.67,300,0.88,,
81150,티플랙스 ,4525,120,2.72,156,29.01,4176,1.08,25,0.55,,
81580,성우전자 ,3340,60,1.83,,,6283,0.53,0,0,,
81660,휠라홀딩스 ,36650,-550,-1.48,2306,15.89,21274,1.72,185,0.5,,
82210,옵트론텍 ,8510,-30,-0.35,,,3922,2.17,0,0,,
82270,젬백스 ,16850,-350,-2.03,42,401.19,3415,4.93,0,0,,
82640,동양생명 ,7300,-190,-2.54,825,8.85,19165,0.38,220,3.01,,
82660,코스나인 ,1280,-10,-0.78,,,660,1.94,0,0,,
82740,HSD엔진 ,8290,380,4.8,184,45.05,5892,1.41,0,0,,
82800,비보존 헬스케어 ,1045,-45,-4.13,,,766,1.36,0,0,,
82850,우리바이오 ,4100,-35,-0.85,386,10.62,2474,1.66,0,0,,
82920,비츠로셀 ,14050,-50,-0.35,656,21.42,7235,1.94,120,0.85,,
83310,엘오티베큠 ,14500,-500,-3.33,253,57.31,9666,1.5,50,0.34,,
83420,그린케미칼 ,9380,10,0.11,442,21.22,4718,1.99,210,2.24,,
83450,GST ,34300,-400,-1.15,1788,19.18,11872,2.89,150,0.44,,
83470,이엠앤아이 ,2775,0,0,,,429,6.47,0,0,,
83500,에프엔에스테크 ,12100,-300,-2.42,1062,11.39,6802,1.78,200,1.65,,
83550,케이엠 ,8210,10,0.12,3318,2.47,10738,0.76,100,1.22,,
83640,인콘 ,1710,-15,-0.87,,,1953,0.88,0,0,,
83650,비에이치아이 ,4070,-150,-3.55,174,23.39,3770,1.08,0,0,,
83660,CSA 코스믹 ,1310,-30,-2.24,,,313,4.19,0,0,,
83790,크리스탈지노믹스 ,6820,-220,-3.13,,,3102,2.2,0,0,,
83930,아바코 ,11800,200,1.72,1083,10.9,9106,1.3,300,2.54,,
84010,대한제강 ,15800,-300,-1.86,2232,7.08,20068,0.79,300,1.9,,
84110,휴온스글로벌 ,41750,1600,3.99,3576,11.68,34320,1.22,400,0.96,,
84180,수성이노베이션 ,1715,-25,-1.44,,,545,3.15,0,0,,
84370,유진테크 ,49750,-1550,-3.02,155,320.97,10252,4.85,230,0.46,,
84650,랩지노믹스 ,25200,350,1.41,3896,6.47,7122,3.54,0,0,,
84670,동양고속 ,19650,-200,-1.01,,,36836,0.53,500,2.54,,
84680,이월드 ,2215,-5,-0.23,,,2557,0.87,0,0,,
84690,대상홀딩스 ,9550,-80,-0.83,2360,4.05,17589,0.54,220,2.3,,
84695,대상홀딩스우 ,10300,-350,-3.29,,,,,230,2.23,,
84730,팅크웨어 ,19100,-50,-0.26,901,21.2,15054,1.27,0,0,,
84850,아이티엠반도체 ,44200,200,0.45,641,68.95,11575,3.82,200,0.45,,
84870,TBH글로벌 ,2355,-85,-3.48,,,3744,0.63,0,0,,
84990,헬릭스미스 ,23400,900,4,,,8063,2.9,0,0,,
85310,엔케이 ,1025,0,0,,,1118,0.92,0,0,,
